crop_path	page_id	page_num	line_num	label	transcription	source_page_image	x0	y0	x1	y1
line_crops/page017_line012.png	262534024	17	12	Sanskrit Text	द ङ्रो हे त्त॒ था ह्यु॒ द ग्भ॒ व ति।९। स॒ रो क्ष्य॒ न्जा या मा॒ मं	00000044.png	273	1906	1748	2081
line_crops/page019_line001.png	262534026	19	1	Sanskrit Text	ᳰ शि ना॒ य स्वा॒ हा वि न ᳰ शि॒ न आ न्त्या य ना॒ य स्वा	00000042.png	282	136	1887	269
line_crops/page019_line002.png	262534026	19	2	Sanskrit Text	हां॒ त्या य भौ व ना॒ य स्वा॒ हा भु॒ व न स्य प॒ त ये स्वा	00000042.png	269	260	1886	390
line_crops/page019_line003.png	262534026	19	3	Sanskrit Text	हा॒ धि प त ये स्वा हे॒ त्ये ता द्वा॒ द शा प्ती र्जु हो ति द्वा॒	00000042.png	277	394	1851	541
line_crops/page019_line004.png	262534026	19	4	Sanskrit Text	द श वै मा॒ साः सं व त्स र॒ स्य सं व्व त्स रः॒ प्र जा॒ प तिः	00000042.png	264	527	1811	648
line_crops/page019_line005.png	262534026	19	5	Sanskrit Text	प्र जा॒ प ति र्य ज्ञ स्त द्यै॒ वा स्या प्ति र्या॒ सं प त्ता॒ मे॒ वै त	00000042.png	261	650	1871	792
line_crops/page019_line006.png	262534026	19	6	Sanskrit Text	दु॒ ज्ज य ति ता॒ मा त्म॒ न्कु रु ते।२। अ॒ थ ष ट्कॢ प्तीः॥	00000042.png	258	767	1811	926
line_crops/page019_line007.png	262534026	19	7	Sanskrit Text	जु हो॒ ति वा व्वा च॒ य ति वा य॒ दि जु हो॒ ति य॒ दि व्वा	00000042.png	286	1243	1812	1399
line_crops/page019_line008.png	262534026	19	8	Sanskrit Text	च॒ य ति स मा न॒ ए व बं॒ धुः।३। स॒ व्वा च य ति आ॒	00000042.png	291	1387	1828	1529
line_crops/page019_line009.png	262534026	19	9	Sanskrit Text	यु र्य ज्ञे॒ न क ल्प तां प्रा णो॑ य ज्ञे॒ न क ल्प तां च॒ क्षु	00000042.png	294	1521	1828	1673
line_crops/page019_line010.png	262534026	19	10	Sanskrit Text	र्य ज्ञे॒ न क ल्प ता ᳬ श्रो॑ त्रं य ज्ञे॒ न क ल्प तां पृ ष्ठं॒ य	00000042.png	301	1658	1830	1791
line_crops/page019_line011.png	262534026	19	11	Sanskrit Text	ज्ञे॒ न क ल्प तां य ज्ञो॒ य ज्ञे॒ न क ल्प ता मि॒ त्ये ताः	00000042.png	295	1809	1851	1953
line_crops/page019_line012.png	262534026	19	12	Sanskrit Text	ष ट्कॢ प्ती र्व्वा च य ति ष ड्वा॒ ऽ ऋ त॒ वः सं व त्स र॒ स्य सं	00000042.png	292	1950	1820	2114
line_crops/page020_line001.png	262534027	20	1	Sanskrit Text	स त्य॒ मे॒ वै त छ्रि॒ यं ज्यो॒ ति र्य॒ ज मा ने द धा त्य॒ नृ ते न	00000041.png	280	115	1898	267
line_crops/page020_line002.png	262534027	20	2	Sanskrit Text	पा प्म॒ ना त॒ म सा वै॒ श्यं व्वि ध्य ति तैः स यं भो॒ गं का	00000041.png	294	256	1861	379
line_crops/page020_line003.png	262534027	20	3	Sanskrit Text	म॒ य ते तं॒ कु रु ते॒ थै त ᳰ स॒ हि र ण्य पा त्र मे व॒ म धु ग्र	00000041.png	284	376	1837	514
line_crops/page020_line004.png	262534027	20	4	Sanskrit Text	हं॒ ब्र ह्म॒ णे द दा ति तं॒ ब्र ह्म॒ णे द॒ द द मृ॒ त मा॒ यु रा त्म॒	00000041.png	282	504	1824	641
line_crops/page020_line005.png	262534027	20	5	Sanskrit Text	न्ध त्ते मृ॒ तᳬ ह्या॒ यु र्हि॒ र ण्यं ते॒ न स यं भो॒ गं का म॒ य ते	00000041.png	257	631	1916	771
line_crops/page020_line006.png	262534027	20	6	Sanskrit Text	तं॒ कु रु ते।२८॥ ब्रा ह्म णं ॥५॥ प्र थ मो ध्या यः॥ अ॒ थ	00000041.png	263	758	1848	886
line_crops/page020_line007.png	262534027	20	7	Sanskrit Text	स्रु वं॒ चा ज्य वि ला॒ प नीं चा दा॒ य॥ आ ह व नी॒ य	00000041.png	259	1235	1773	1361
line_crops/page020_line008.png	262534027	20	8	Sanskrit Text	म भ्यै॒ ति स॒ ऽ ए ता द्वा॒ द शा॒ प्ती र्जु हो॒ ति वा व्वा च॒ य	00000041.png	278	1353	1833	1495
line_crops/page020_line009.png	262534027	20	9	Sanskrit Text	ति वा य॒ दि जु हो॒ ति य॒ दि व्वा च॒ य ति स मा न॒ ऽ ए	00000041.png	263	1504	1776	1646
line_crops/page020_line010.png	262534027	20	10	Sanskrit Text	व ब॒ न्धुः।१। स॒ जु हो ति। आ प॒ ये स्वा॒ हा स्वा प॒ ये स्वा॒	00000041.png	280	1637	1823	1786
line_crops/page020_line011.png	262534027	20	11	Sanskrit Text	हा पि जा॒ य स्वा॒ हा क्र॒ त वे स्वा॒ हा व्व॒ स वे स्वा॒ हा	00000041.png	270	1777	1811	1913
line_crops/page020_line012.png	262534027	20	12	Sanskrit Text	ह र्प्प त ये स्वा हा॒ ह्ने मु ग्धा॒ य स्वा॒ हा मु ग्धा॒ य वै न	00000041.png	265	1912	1800	2067
line_crops/page021_line001.png	262534028	21	1	Sanskrit Text	व जि घ्र ते॒ ति नि मृ जा ना ऽ इ॒ ति त द्य॒ ज मा ने व्वी र्यं॒ द धा	00000040.png	302	118	1884	273
line_crops/page021_line002.png	262534028	21	2	Sanskrit Text	ति त द्य द॒ श्वा न व घ्रा प॒ य ती म मु॒ ज्ज या नी॒ ति वा ऽ	00000040.png	309	248	1874	388
line_crops/page021_line003.png	262534028	21	3	Sanskrit Text	अ ग्रे॒ व घ्रा प य त्य था॒ त्रे म मु॒ द जै ष मि॒ ति त॒ स्मा द्वा ऽ	00000040.png	288	394	1887	525
line_crops/page021_line004.png	262534028	21	4	Sanskrit Text	अ॒ श्वा न॒ व घ्रा प य ति। २७। अ॒ थै ते॒ षा मा जि सृ ता ᳰ	00000040.png	323	517	1843	651
line_crops/page021_line005.png	262534028	21	5	Sanskrit Text	र॒ था ना म्। ए॒ क स्मि न्वै॒ श्यो वा रा ज॒ न्यो वो पा॒ स्थि तो	00000040.png	278	650	1826	794
line_crops/page021_line006.png	262534028	21	6	Sanskrit Text	भ व ति स व्वे॒ दे रु॒ त्त रा याᳬ श्रो॒ णा ऽ उ॒ प वि श त्य॒ था	00000040.png	299	793	1853	927
line_crops/page021_line007.png	262534028	21	7	Sanskrit Text	ध्व र्यु॒ श्च य॒ ज मा न श्च पू॒ र्व्व या द्वा रा॒ म धु ग्र ह॒ मा दा॒ य	00000040.png	233	1237	1829	1388
line_crops/page021_line008.png	262534028	21	8	Sanskrit Text	नि॒ ष्क्रा म त स्तं वै॒ श्य स्य वा रा ज॒ न्य स्य वा पा णा वा॒ ध	00000040.png	240	1396	1845	1510
line_crops/page021_line009.png	262534028	21	9	Sanskrit Text	त्तो॒ थ ने ष्टा॒ प र या द्वा रा॒ सु रा ग्र हा॒ ना दा॒ य नि॒ ष्क्रा म ति	00000040.png	277	1499	1811	1639
line_crops/page021_line010.png	262534028	21	10	Sanskrit Text	स॒ ज घ॒ ने न शा॒ लां प र्ये त्यै॒ कं व्वै॒ श्य स्य वा रा ज॒ न्य	00000040.png	289	1644	1820	1775
line_crops/page021_line011.png	262534028	21	11	Sanskrit Text	स्य वा पा णा॒ वा द॒ ध दा हा ने॒ न त ऽ इ मं नि॒ ष्क्री णा मी॒	00000040.png	300	1760	1831	1901
line_crops/page021_line012.png	262534028	21	12	Sanskrit Text	ति स त्यं वै श्री र्ज्यो॒ तिः सो मो॒ नृ तं पा प्मा त॒ मः सु॒ रा	00000040.png	300	1894	1828	2038
line_crops/page022_line001.png	262534029	22	1	Sanskrit Text	ज ऽ आ मां॒ न स्य प्र स वो॒ ज ग म्या दि॒ त्ये॒ वै त॒ दा॒ हे मे द्या॒	00000039.png	288	143	1842	288
line_crops/page022_line002.png	262534029	22	2	Sanskrit Text	वा पृ थि वी॒ व्वि श्व॒ रू पे ऽ इ॒ ति द्या॒ वा पृ थि वी हि॒ प्र	00000039.png	290	287	1810	427
line_crops/page022_line003.png	262534029	22	3	Sanskrit Text	जा॒ प ति रा॒ मा गं तां पि त॒ रा मा त॒ रा चे॒ ति मा ते॒ व च हि॒	00000039.png	296	415	1827	556
line_crops/page022_line004.png	262534029	22	4	Sanskrit Text	पि॒ ते व च प्र जा॒ प ति रा॒ मा सो॒ मो अ मृ त त्वे॒ न ग म्या	00000039.png	290	551	1804	671
line_crops/page022_line005.png	262534029	22	5	Sanskrit Text	दि॒ ति सो॒ मो हि॒ प्र जा॒ प तिः ।२६। त म॒ श्वा न॒ व घ्रा प य	00000039.png	294	654	1818	791
line_crops/page022_line006.png	262534029	22	6	Sanskrit Text	ति व्वा॒ जि न ऽ इ॒ ति व्वा जि॒ नो ह्य॒ श्वा स्त॒ स्मा दा ह व्वा॒ जि न	00000039.png	297	795	1876	932
line_crops/page022_line007.png	262534029	22	7	Sanskrit Text	इ॒ ति व्वा ज जि त ऽ इ त्यं॒ नं व्वै व्वा॒ जों न जि त ऽ इ॒ त्ये वै त॒ दा	00000039.png	215	1245	1825	1390
line_crops/page022_line008.png	262534029	22	8	Sanskrit Text	ह व्वा॒ ज ᳰ स सृ वा॒ ᳰ स ऽ इ॒ ति स रि ष्यं॒ त ऽ इ॒ ति वा ऽ अ॒ ग्र	00000039.png	226	1373	1835	1510
line_crops/page022_line009.png	262534029	22	9	Sanskrit Text	आ ह स रि ष्यं॒ त ऽ इ व हि त॒ र्हि भ॒ वं त्य था॒ त्र स सृ वा॒ ᳰ	00000039.png	257	1503	1829	1638
line_crops/page022_line010.png	262534029	22	10	Sanskrit Text	स ऽ इ॒ ति स सृ वा॒ ᳰ स ऽ इ व ह्य॒ त्र भ॒ वं ति त॒ स्मा दा ह स	00000039.png	233	1618	1822	1769
line_crops/page022_line011.png	262534029	22	11	Sanskrit Text	सृ वा॒ ᳰ स ऽ इ॒ ति बृ॒ ह स्प॒ ते र्भा ग म॒ व जि घ्र ते॒ ति बृ ह	00000039.png	229	1769	1811	1906
line_crops/page022_line012.png	262534029	22	12	Sanskrit Text	स्प॒ ते॒ र्ह्ये ष॒ भा गो भ॒ व ति त॒ स्मा दा ह बृ॒ ह स्प॒ ते र्भा ग म॒	00000039.png	237	1878	1853	2036
line_crops/page023_line001.png	262534030	23	1	Sanskrit Text	र॒ क्षा ᳰ सि स॒ ने म्य स्म॒ द्यु य वं न॒ मी वाः।२२। ते॒ नो ऽ	00000038.png	274	112	1801	256
line_crops/page023_line002.png	262534030	23	2	Sanskrit Text	अ॒ र्व्वं तः। ह व न श्रु॒ तो ह॒ वं व्वि॒ श्वे शृ ण्वं तु व्वा जि॒ नो	00000038.png	261	237	1819	375
line_crops/page023_line003.png	262534030	23	3	Sanskrit Text	मि त॒ द्र वः। स ह स्र सा॒ मे ध॒ सा ता स नि ष्य॒ वो म	00000038.png	254	367	1833	491
line_crops/page023_line004.png	262534030	23	4	Sanskrit Text	हो ये ध॒ न ᳰ स मि थे॒ षु ज भ्रि रे।२३। व्वा॒ जे वा जे व	00000038.png	251	486	1829	634
line_crops/page023_line005.png	262534030	23	5	Sanskrit Text	त व्वा जि नो नो ध॒ ने षु व्वि प्रा ऽ अ मृ ता ऽ ऋ त ज्ञाः॥ अ	00000038.png	251	616	1840	756
line_crops/page023_line006.png	262534030	23	6	Sanskrit Text	स्य म॒ ध्वः पि ब त मा द॒ य ध्वं तृ प्ता॒ या त प थि॒ भि र्दे व या॒	00000038.png	258	762	1850	910
line_crops/page023_line007.png	262534030	23	7	Sanskrit Text	नै रि॒ ति।२४। अ॒ थ बा र्ह स्प त्ये॒ न च रु॒ णा प्र त्यु॒ प ति	00000038.png	241	1222	1836	1370
line_crops/page023_line008.png	262534030	23	8	Sanskrit Text	ष्ठ ते त मु॒ प स्पृ श त्यं॒ नं वा॒ ऽ ए ष उ॒ ज्ज य ति यो॒ व्वा	00000038.png	237	1365	1809	1499
line_crops/page023_line009.png	262534030	23	9	Sanskrit Text	ज पे॒ ये न य॒ ज तें न पे॒ य ᳰ ह वै ना॒ मै त द्य॒ द्वा ज पे॒	00000038.png	251	1481	1836	1632
line_crops/page023_line010.png	262534030	23	10	Sanskrit Text	यं त द्य॒ दे॒ वै त दं॒ न मु द॒ जै षी त्ते॒ नै॒ वै त॒ दे तां ग॒ तिं	00000038.png	244	1624	1847	1755
line_crops/page023_line011.png	262534030	23	11	Sanskrit Text	ग त्वा स॒ ᳩ स्पृ श ते त॒ दा त्म॒ न्कु रु ते।२५। स ऽ उ॒ प स्पृ	00000038.png	243	1755	1819	1903
line_crops/page023_line012.png	262534030	23	12	Sanskrit Text	श ति आ॒ मा व्वा ज स्य प्र स वो॒ ज ग म्या दि त्यं नं वै व्वा॒	00000038.png	250	1883	1842	2048
line_crops/page024_line001.png	262534031	24	1	Sanskrit Text	द त्प॒ था म॒ ङ्का ᳩ स्य॒ न्वा प॒ नी फ ण त्स्वा॒ हा	00000037.png	254	74	1808	215
line_crops/page024_line002.png	262534031	24	2	Sanskrit Text	।१९। उ त॒ स्म। अ स्य द्र॒ व त स्तु र ण्य तः॒ प र्णं न	00000037.png	258	196	1818	347
line_crops/page024_line003.png	262534031	24	3	Sanskrit Text	वे र॒ नु वा ति प्र ग र्द्धि॒ नः॥ श्ये न॒ स्ये व ध्र॒ ज तो ऽ	00000037.png	267	356	1814	491
line_crops/page024_line004.png	262534031	24	4	Sanskrit Text	अं क सं प॒ रि द धि क्रा॒ व्णः स॒ हो र्जा त॒ रि त्र तः	00000037.png	276	492	1793	633
line_crops/page024_line005.png	262534031	24	5	Sanskrit Text	स्वा हे॒ ति।२०। अ थो॒ त्त रे ण त्रि चे॒ न। जु हो॒ ति वा॒	00000037.png	276	613	1847	768
line_crops/page024_line006.png	262534031	24	6	Sanskrit Text	नु वा म न्त्र॑ य ते द्व यं त द्य॒ स्मा ज्जु हो॒ ति वा॒ नु वा मं	00000037.png	280	739	1840	899
line_crops/page024_line007.png	262534031	24	7	Sanskrit Text	त्र॒ य ते य॒ दि जु हो॒ ति य द्य नु मं त्र॒ य ते स मा न॒ ऽ ए व	00000037.png	183	1225	1829	1379
line_crops/page024_line008.png	262534031	24	8	Sanskrit Text	बं॒ धु रे ता॒ ने॒ वै त द॒ श्वां धा॒ व त उ॒ प वा ज य त्ये	00000037.png	193	1371	1846	1505
line_crops/page024_line009.png	262534031	24	9	Sanskrit Text	ते॒ षु व्वी र्यं द धा ति ति स्रो वा॒ ऽ इ माः॒ पृ थि॒ व्य॒ ऽ इ	00000037.png	200	1497	1846	1628
line_crops/page024_line010.png	262534031	24	10	Sanskrit Text	य म है का द्वे॒ ऽ अ स्याः प॒ रे ता॒ ए॒ वै त दु॒ ज्ज य ति।	00000037.png	200	1623	1812	1740
line_crops/page024_line011.png	262534031	24	11	Sanskrit Text	२१। सो॒ नु मं त्र य ते । शं॒ नो भ वं तु व्वा जि॒ नो ह॒ वे षु दे	00000037.png	193	1722	1856	1880
line_crops/page024_line012.png	262534031	24	12	Sanskrit Text	व॒ ता ता मि त॒ द्र वः स्व र्क्काः॥ जं भ॒ यं तो॒ ऽ हिं वृ॒ क ᳰ	00000037.png	203	1855	1812	1992
line_crops/page025_line001.png	262534032	25	1	Sanskrit Text	इ त्य॒ न्नं वै व्वा॒ जो ऽ न्न जि त इ॒ त्ये॒ वै त॒ दा हा॒ ध्व न	00000036.png	257	121	1829	286
line_crops/page025_line002.png	262534032	25	2	Sanskrit Text	स्क भ्नु व॒ न्त ऽ इ त्य॒ ध्व नो हि॒ स्क भ्नु व॒ न्तो धा॒ वं	00000036.png	251	268	1836	412
line_crops/page025_line003.png	262534032	25	3	Sanskrit Text	ति यो॒ ज ना मि॒ मा ना ऽ इ॒ ति यो ज न शो हि	00000036.png	257	373	1806	527
line_crops/page025_line004.png	262534032	25	4	Sanskrit Text	मि॒ मा ना ऽ अ॒ ध्वा नं धा॒ वं ति का॒ ष्ठां ग छ ते॒	00000036.png	264	516	1782	670
line_crops/page025_line005.png	262534032	25	5	Sanskrit Text	ति य॒ थै ना न न्त रा॒ ना ष्ट्रा र॒ क्षा ᳰ सि न॒ हि ᳬ	00000036.png	264	655	1823	792
line_crops/page025_line006.png	262534032	25	6	Sanskrit Text	स्यु॒ रे व॒ मे त॒ दा ह धा॒ व न्त्या जि मा॒ घ्न न्ति दु न्दु	00000036.png	257	795	1802	949
line_crops/page025_line007.png	262534032	25	7	Sanskrit Text	भी॒ न भि सा॒ म गा य ति।१७। अ थै ता॒ भ्यां	00000036.png	268	1223	1755	1357
line_crops/page025_line008.png	262534032	25	8	Sanskrit Text	ज॒ ग ती भ्यां जु हो॒ ति वा॒ नु वा म न्त्र॒ य ते य॒	00000036.png	270	1370	1791	1517
line_crops/page025_line009.png	262534032	25	9	Sanskrit Text	दि जु हो॒ ति य॒ द्य नु म न्त्र॒ य ते स मा न॒ ऽ ए व	00000036.png	268	1492	1802	1629
line_crops/page025_line010.png	262534032	25	10	Sanskrit Text	ब॒ न्धुः।१८। स॒ जु हो ति ए ष स्य॒ व्वा जी॒ क्षि प	00000036.png	257	1624	1758	1768
line_crops/page025_line011.png	262534032	25	11	Sanskrit Text	णिं॒ तु र ण्य ति ग्री वा॒ या म्ब द्धो॒ ऽ अ पि क क्ष॒ ऽ	00000036.png	253	1765	1764	1895
line_crops/page025_line012.png	262534032	25	12	Sanskrit Text	आ स॒ नि॥ क्र॒ तुं द धि क्रा ऽ अ॒ नु सᳰ स॒ नि ष्य	00000036.png	254	1886	1843	2030
line_crops/page026_line001.png	262534033	26	1	Sanskrit Text	ता॒ र म्प्र स वा॒ यो पा॒ धा व त्स वि ता वै॒ दे वा॒ नां	00000035.png	263	143	1880	284
line_crops/page026_line002.png	262534033	26	2	Sanskrit Text	प्र स वि॒ ते द॒ म्मे प्र॒ सु व त्व॒ त्प्र सू त ऽ इ द मु॒ ज्ज	00000035.png	303	282	1858	437
line_crops/page026_line003.png	262534033	26	3	Sanskrit Text	या नी॒ ति त॒ द स्मै स वि ता॒ प्र स वि ता प्रा॒	00000035.png	287	410	1808	557
line_crops/page026_line004.png	262534033	26	4	Sanskrit Text	सु व त्त॒ त्स वि तृ॒ प्र सू त ऽ उ द॒ ज य दे व॒ मे॒ वै	00000035.png	303	573	1800	706
line_crops/page026_line005.png	262534033	26	5	Sanskrit Text	ष॒ ऽ ए त॒ त्स वि ता॒ र मे व॒ प्र स वा यो॒ प धा व	00000035.png	306	687	1810	821
line_crops/page026_line006.png	262534033	26	6	Sanskrit Text	ति स वि ता वै॒ दे वा॒ ना म्प्र स वि ते॒ द॒ म्मे प्र॒ सु	00000035.png	331	796	1831	936
line_crops/page026_line007.png	262534033	26	7	Sanskrit Text	व त्व॒ त्प्र सू त ऽ इ द मु ज्ज या नी॒ ति त॒ द स्मै स	00000035.png	257	1233	1823	1377
line_crops/page026_line008.png	262534033	26	8	Sanskrit Text	वि ता॒ प्र स वि ता प्र॒ सौ ति त॒ त्स वि तृ॒ प्र सू त ऽ	00000035.png	247	1373	1826	1503
line_crops/page026_line009.png	262534033	26	9	Sanskrit Text	उ॒ ज्ज य ति॒।१६। अ॒ थ य॒ द्य ध्व र्योः॒। अ न्ते वा	00000035.png	247	1495	1772	1629
line_crops/page026_line010.png	262534033	26	10	Sanskrit Text	सी॒ वा ब्र ह्म चा री॒ वै त द्य॒ जु र धी या॒ त्सो न्वा	00000035.png	244	1624	1816	1778
line_crops/page026_line011.png	262534033	26	11	Sanskrit Text	स्था॒ य व्वा च य ति व्वा॒ जि न ऽ इ॒ ति व्वा जि॒ नो	00000035.png	247	1760	1768	1904
line_crops/page026_line012.png	262534033	26	12	Sanskrit Text	ह्य॒ श्वा स्त॒ स्मा दा ह व्वा॒ जि न ऽ इ॒ ति व्वा ज जि त ऽ	00000035.png	253	1914	1812	2058
line_crops/page027_line001.png	262534034	27	1	Sanskrit Text	कः प्र व्या ध स्ता॒ वां स्ति र्य॒ ङ्प्र जा॒ प ति र॒ थ या॒	00000034.png	277	84	1876	256
line_crops/page027_line002.png	262534034	27	2	Sanskrit Text	व त्स प्त॒ द श प्र व्या धा स्ता॒ वा न न्व॒ ङ्प्र जा॒ प	00000034.png	278	230	1806	371
line_crops/page027_line003.png	262534034	27	3	Sanskrit Text	तिः।१३। त द्य॒ द्रा ज न्यः॒ प्र वि॒ ध्य ति। ए ष वै॒ प्र	00000034.png	280	364	1836	512
line_crops/page027_line004.png	262534034	27	4	Sanskrit Text	जा॒ प तेः प्र त्य क्ष त मां य॒ द्रा ज न्य स्त॒ स्मा दे॒ कः	00000034.png	286	511	1848	655
line_crops/page027_line005.png	262534034	27	5	Sanskrit Text	स॒ न्ब हू ना॒ मी ष्टे य॒ द्वे व च॒ तु र क्ष रः प्र जा॒ प	00000034.png	264	621	1840	775
line_crops/page027_line006.png	262534034	27	6	Sanskrit Text	ति श्च॒ तु र क्ष रो रा ज॒ न्य स्त॒ स्मा द्रा ज॒ न्यः प्र॒	00000034.png	278	771	1802	898
line_crops/page027_line007.png	262534034	27	7	Sanskrit Text	वि ध्य ति स प्त॒ द श प्र व्या धा न्प्र॒ वि ध्य ति स	00000034.png	257	1213	1829	1370
line_crops/page027_line008.png	262534034	27	8	Sanskrit Text	प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज य	00000034.png	261	1359	1853	1500
line_crops/page027_line009.png	262534034	27	9	Sanskrit Text	ति।१४। अ॒ थ यं य॒ जु षा यु न॒ क्ति तं य॒ ज मा	00000034.png	257	1509	1867	1636
line_crops/page027_line010.png	262534034	27	10	Sanskrit Text	न ऽ आ॒ ति ष्ठ ति दे व॒ स्या ह॒ ᳰ स वि तुः॒ स वे॒ स	00000034.png	268	1638	1843	1768
line_crops/page027_line011.png	262534034	27	11	Sanskrit Text	त्य॒ प्र स व सो बृ॒ ह स्प॒ ते र्व्वा ज जि॒ तो व्वा॒ जं जे	00000034.png	257	1757	1823	1914
line_crops/page027_line012.png	262534034	27	12	Sanskrit Text	ष मि॒ ति।१५। त द्य॒ थै॒ वा दो बृ॒ ह स्प॒ तिः। स वि	00000034.png	257	1872	1870	2033
line_crops/page028_line001.png	262534035	28	1	Sanskrit Text	भी ना मे॒ कं य॒ जु षो पा॒ व ह र ति त त्स॒ र्व्वे य॒ जु	00000033.png	274	115	1806	272
line_crops/page028_line002.png	262534035	28	2	Sanskrit Text	षो पा॒ व ह ता भ वं ति।१०। स॒ ऽ उ पा॒ व ह र ति	00000033.png	271	251	1829	395
line_crops/page028_line003.png	262534035	28	3	Sanskrit Text	ए षा॒ वः सा॒ स त्या॒ सं व्वा॒ ग भू द्य॒ या बृ॒ ह स्प॒	00000033.png	277	384	1781	535
line_crops/page028_line004.png	262534035	28	4	Sanskrit Text	तिं व्वा॒ ज म॒ जी ज प ता॒ जी ज प त बृ॒ ह स्प॒ तिं	00000033.png	270	513	1774	660
line_crops/page028_line005.png	262534035	28	5	Sanskrit Text	व्वा॒ जं व्व॒ न स्प त यो व्वि॒ मु च्य ध्व मि॒ ति य॒ दि	00000033.png	289	655	1777	819
line_crops/page028_line006.png	262534035	28	6	Sanskrit Text	ब्रा ह्म णो य॒ ज ते ब्र॒ ह्म हि बृ॒ ह स्प॒ ति र्ब्र॒ ह्म हि॒	00000033.png	303	812	1811	960
line_crops/page028_line007.png	262534035	28	7	Sanskrit Text	ब्रा ह्म णः॒।११। अ॒ थ य॒ दि रा ज॒ न्यो य॒ ज ते। ए	00000033.png	288	1189	1853	1350
line_crops/page028_line008.png	262534035	28	8	Sanskrit Text	षा॒ वः सा॒ स त्या॒ सं व्वा॒ ग भू द्य ये॒ न्द्रं व्वा॒ ज म॒	00000033.png	281	1345	1850	1476
line_crops/page028_line009.png	262534035	28	9	Sanskrit Text	जी ज प ता॒ जी ज प ते॒ न्द्रं व्वा॒ जं व्व॒ न स्प त यो	00000033.png	295	1461	1857	1622
line_crops/page028_line010.png	262534035	28	10	Sanskrit Text	व्वि॒ मु च्य ध्व मि॒ ति क्ष त्र ᳰ ही॒ न्द्रः क्ष त्र॒ ᳰ रा ज	00000033.png	286	1633	1858	1789
line_crops/page028_line011.png	262534035	28	11	Sanskrit Text	न्यः॒।१२। अ॒ थ व्वे द्य न्ता॑त्। रा ज न्य॒ ऽ उ॒ दं ङ्क्स	00000033.png	284	1771	1869	1912
line_crops/page028_line012.png	262534035	28	12	Sanskrit Text	प्त॒ द श प्र व्या धा न्प्र॒ वि ध्य ति या॒ वा न्वा ऽ ए॒	00000033.png	302	1904	1841	2068
line_crops/page029_line001.png	262534036	29	1	Sanskrit Text	ग्या॒ स प्त द शा नां॒ दु न्दु भी नां॒ प र मा॒ मे॒ वै त द्वा॒ चं प	00000032.png	225	156	1804	288
line_crops/page029_line002.png	262534036	29	2	Sanskrit Text	र म॒ म्प्र जा॒ प ति मु॒ ज्ज य ति स प्त॒ द श भ वं ति स	00000032.png	241	276	1823	424
line_crops/page029_line003.png	262534036	29	3	Sanskrit Text	प्त द शो वै॒ प्र जा॒ प ति स्त॒ त्प्र जा॒ प ति मु॒ ज्ज	00000032.png	238	390	1797	538
line_crops/page029_line004.png	262534036	29	4	Sanskrit Text	य ति।६। अ॒ थै ते॒ षां दु न्दु भी नां ए॒ कं य॒ जु षा॒	00000032.png	252	513	1780	674
line_crops/page029_line005.png	262534036	29	5	Sanskrit Text	हं ति त त्स॒र्वे य॒ जु षा॒ ह ता भ वं ति।७। स ऽ आ॒	00000032.png	258	655	1786	833
line_crops/page029_line006.png	262534036	29	6	Sanskrit Text	हं ति। बृ॒ ह स्प ते व्वा॒ जं ज य बृ॒ ह स्प॒ त ये व्वा॒ चं	00000032.png	257	826	1809	991
line_crops/page029_line007.png	262534036	29	7	Sanskrit Text	व्व द त बृ॒ ह स्प॒ तिं व्वा॒ जं जा प य ते॒ ति य॒ दि ब्रा	00000032.png	261	1230	1843	1377
line_crops/page029_line008.png	262534036	29	8	Sanskrit Text	ह्म णो य॒ ज ते ब्र॒ ह्म हि बृ॒ ह स्प॒ ति र्ब्र॒ ह्म हि॒ ब्रा	00000032.png	261	1352	1829	1513
line_crops/page029_line009.png	262534036	29	9	Sanskrit Text	ह्म णः॒।८। अ॒ थ य॒ दि रा ज॒ न्यो य॒ ज ते। इ॒ न्द्र व्वा॒	00000032.png	283	1525	1882	1669
line_crops/page029_line010.png	262534036	29	10	Sanskrit Text	जं ज ये॒ न्द्रा य व्वा॒ चं व्व द ते॒ न्द्रं व्वा॒ जं जा प य ते॒	00000032.png	259	1647	1875	1798
line_crops/page029_line011.png	262534036	29	11	Sanskrit Text	ति क्ष त्र ᳰ ही॒ न्द्रः क्ष त्र॒ ᳰ रा ज न्यः॒।९। अ॒ थै ते॒	00000032.png	266	1754	1828	1911
line_crops/page029_line012.png	262534036	29	12	Sanskrit Text	ष्वा जि सृ॒ त्सु र॒ थे षु पु॒ न रा॒ सृ ते ष्वे ते॒ षां दु न्दु	00000032.png	272	1908	1848	2082
line_crops/page030_line001.png	262534037	30	1	Sanskrit Text	स व स इ॒ न्द्र स्यो त्त मं ना॒ क ᳰ रु हे य मि॒ ति क्ष	00000031.png	264	107	1835	253
line_crops/page030_line002.png	262534037	30	2	Sanskrit Text	त्र ᳰ ही॒ न्द्रं क्ष त्र॒  ᳰ रा ज॒ न्यः।३। त्रिः सा॒ मा भि॒ गा य ति	00000031.png	253	232	1855	364
